case编号,用户id,case标题,地域,机型,操作系统,网络环境,运营商,ROM信息,bug详情,复现步骤,截图,是否未知,优先级,审核状态,提交时间
0,602923,启动,内蒙古自治区|兴安盟|乌兰浩特市||,"Meizu  MX5","Android 5.0.1","WIFI ",中国联通,"Flyme OS 4.5.2.4A",无法启动相机出现相机启动错误,"电话为魅族MX5
1.启动相机
2.出现程序需要打开系统相机权限，拒绝与允许
3.等待，不进行选择拒绝还是允许
4.相机报错提示无法初始化相机，请去设置中打开相机权限开关试试。","[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4530776_a8a798e5-9e70-4dbf-ab25-58940086dd04.jpg""]",未知,P0,审核不通过,"2015-08-16 22:35:34"
0,602923,启动,内蒙古自治区|兴安盟|乌兰浩特市||,"Meizu  MX5","Android 5.0.1","WIFI ",中国联通,"Flyme OS 4.5.2.4A",无法启动相机出现相机启动错误,"魅族MX5
1.启动相机
2.出现使用系统相机权限提示
3.电话进入，接通电话，挂断电话
4.相机界面提示，相机错误，无法启动相机。进程没有保留","[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4530776_a8a798e5-9e70-4dbf-ab25-58940086dd04.jpg""]",未知,P0,审核不通过,"2015-08-16 22:35:34"
1,602923,拍照,内蒙古自治区|兴安盟|乌兰浩特市||,"Meizu  MX5","Android 5.0.1","WIFI ",中国联通,"Flyme OS 4.5.2.4A",可以正常显示前置后置，拍照没有声音,"魅族mx5
1.打开相机切换镜头
2.拍照没有声音",[],未知,P0,审核不通过,"2015-08-16 22:35:34"
1,602923,拍照,内蒙古自治区|兴安盟|乌兰浩特市||,"Meizu  MX5","Android 5.0.1","WIFI ",中国联通,"Flyme OS 4.5.2.4A",启动相机，切换到格格拍照模式出现画面滞留,"魅族MX5
1.启动相机
2.切换成多格拍照
3.用分屏上下1:1或者任意一个分屏
4.先前置摄像头拍照切换镜头,在按拍照,呈现两张不一样的图",[],未知,P0,审核不通过,"2015-08-16 22:35:34"
1,838820,拍照,四川省|成都市|双流县|藕塘新街|,"Huawei  PE-CL00","Android 4.4.2","WIFI ",中国电信,PE-CL00V100R001C92B190,使用前置摄像头拍照时，会出现全频幕白色的画面,使用前置摄像头拍照时，点击拍照按钮，先是全屏变成白色，之后才是拍照，后置摄像头一切正常，因为时间太短，无法截图,[],未知,P0,审核不通过,"2015-08-16 22:34:43"
1,1820221,拍照,江西省|上饶市|余干县|迎宾大道|142,"Meizu  M460","Android 4.4.4","WIFI ",中国移动,"Flyme OS 4.2.1.2Y",打开相机拍摄，卡顿好久，等好久才能实现自动美化的功能，这时候画面也变成了手机放置状态的图片,按照要求打开相机拍摄，卡顿好久，等好久才能实现自动美化的功能，这时候画面也变成了手机放置状态的图片,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4511721_92586256-f59c-464e-a2c9-726e59b10771.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4511720_6fc6c40a-4645-40de-a263-e49908ca531a.jpg""]",已知,P2,审核通过,"2015-08-13 08:59:29"
2,1820221,效果比对,江西省|上饶市|余干县|迎宾大道|142,"Meizu  M460","Android 4.4.4","WIFI ",中国移动,"Flyme OS 4.2.1.2Y",打开相机拍摄，卡顿好久，等好久才能实现自动美化的功能，这时候画面也变成了手机放置状态的图片,按照要求操作打开相机拍摄，卡顿好久，等好久才能实现自动美化的功能，这时候画面也变成了手机放置状态的图片,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4511704_6eb776c5-427e-468c-9fe8-5410b06e8882.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4511703_0aae3af6-f08e-47dc-a607-2095f18e77e1.jpg""]",未知,P0,审核不通过,"2015-08-13 08:59:29"
3,1820221,滤镜,江西省|上饶市|余干县|迎宾大道|142,"Meizu  M460","Android 4.4.4","WIFI ",中国移动,"Flyme OS 4.2.1.2Y",打开相机拍摄，卡顿好久，等好久才能实现自动美化的功能，这时候画面也变成了手机放置状态的图片,按照要求操作打开相机拍摄，卡顿好久，等好久才能实现自动美化的功能，这时候画面也变成了手机放置状态的图片,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4511723_8315ccff-f59e-44a5-a9a9-0496325bdf0a.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4511722_a8991b25-d80d-4233-9f53-7dbeaf272f7b.jpg""]",未知,P0,审核不通过,"2015-08-13 08:59:29"
3,2973722,滤镜,广东省|揭阳市|揭西县|S335|,"Meizu  MX4 Pro","Android 5.0.1","WIFI ",中国移动,"Flyme OS 4.5.3.1A (体验版)",选择柔肤功能，拍前已经聚焦清晰了，但是成图会花屏,选择柔肤功能-->点击拍照-->出来的照片模糊花屏,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4508877_cca9fc56-4b90-4802-a51d-3def7f1a54a3.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4508876_635f4b69-ab80-4be8-bac8-c19772953e06.jpg""]",未知,P1,审核通过,"2015-08-12 20:49:00"
3,2973722,滤镜,广东省|揭阳市|揭西县|S335|,"Meizu  MX4 Pro","Android 5.0.1","WIFI ",中国移动,"Flyme OS 4.5.3.1A (体验版)",选择柔肤功能，拍前已经聚焦清晰了，但是成图会花屏,选择柔肤功能-->点击拍照-->出来的照片模糊花屏,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4508877_cca9fc56-4b90-4802-a51d-3def7f1a54a3.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4508876_635f4b69-ab80-4be8-bac8-c19772953e06.jpg""]",未知,P1,审核通过,"2015-08-12 20:49:00"
3,3003848,滤镜,广东省|广州市|海珠区|南约新街|南4巷-11号,"Haier  HT-I860","Android 4.2.1","WIFI ",无SIM卡,HT-I860-H01-S02-CMCC,拍照完成，返回是总提示打开文件未知错误。,拍照完成，进入美化后，返回是总提示打开文件未知错误。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4509371_1853b71b-fddc-487c-993a-a6543b1cd22e.jpg""]",未知,P0,审核不通过,"2015-08-12 22:35:27"
0,3598481,启动,湖北省|孝感市|孝南区|人民路|,"lge  Optimus G","Android 4.4.4","mobile HSPA",中国联通,KTU84Q,相机权限已打开，前后摄像头取景黑色,"相机权限已打开，前后摄像头取景黑色
手机型号：LG e975
ROM：MIUI v6","[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4526242_5745c379-122b-4d96-a289-61b95dc10202.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4526241_4444f148-1372-46e3-8432-310d540413c5.jpg""]",已知,P1,审核通过,"2015-08-15 22:37:22"
0,5785112,启动,广东省|佛山市|禅城区|同华东五街|5号,"samsung  GT-N7108","Android 4.1.2","WIFI ",中国移动,JZO54K.N7108ZMDMJ1,正常打开百度魔拍，按home键退出再进入不用加载。但是从其他app中进入百度魔拍，按home键回到主界面后重新打开百度魔拍，会弹出加载界面，按两次返回键退出后会重新弹出加载界面进入百度魔拍,1在百度众测中进入百度魔拍→2按home键回到主屏→3打开百度魔拍，会先弹出加载界面才进入拍照界面→4重复步骤2、3→5按两下返回键退出→6加载界面会重新弹出并进入拍照界面→7步骤2、3重复几遍就得退出几遍,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4520490_caa149b6-4bbd-4d83-809d-add5bdc3866d.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4520489_daf931ba-3757-48f0-8c65-a5825770dea9.jpg""]",未知,P0,审核不通过,"2015-08-14 18:21:51"
1,5785112,拍照,广东省|佛山市|禅城区|同华东五街|5号,"samsung  GT-N7108","Android 4.1.2","WIFI ",中国移动,JZO54K.N7108ZMDMJ1,在拍照时没有放大，缩小功能,进入拍照界面→按实体功能键→无效果，按音量调节键→是拍照而不是调大小，按锁屏键→锁屏。点设置→没有看到放大缩小相关功能。两指划开和并拢→不能放大缩小。手指上下划→无功能。手指左右划→切换滤镜,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4520496_42f412b3-92bb-4e00-8967-38fc78c7e7ae.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4520495_82357c00-db28-4873-9848-91f645eade87.jpg""]",未知,P0,审核不通过,"2015-08-14 18:21:51"
1,5785112,拍照,广东省|佛山市|禅城区|同华东五街|5号,"samsung  GT-N7108","Android 4.1.2","WIFI ",中国移动,JZO54K.N7108ZMDMJ1,前置摄像头下，补光按键无作用,切换至前置摄像头，对准暗处的蓝色板，反复开关自动补光(灯泡形状)键，没有预览到效果。在开启和关闭的情况下各拍一张，都没有效果,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4520496_42f412b3-92bb-4e00-8967-38fc78c7e7ae.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4520495_82357c00-db28-4873-9848-91f645eade87.jpg""]",已知,P2,审核通过,"2015-08-14 18:21:51"
