case编号,用户id,case标题,地域,机型,操作系统,网络环境,运营商,ROM信息,bug详情,复现步骤,截图,是否未知,优先级,审核状态,提交时间
0,1165965,自由测试,甘肃|白银,"Huawei  HUAWEI G700-U00","Android 4.2.1","WIFI ",无SIM卡,"G700-U00 V100R001CHNC17B152",匿名发布动态，定位地址无法取消勾选,首页-有趣-私密圈-右上角图标-点击‘地址’-无法取消勾选,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18833747_b8a9a95f-85b3-4e79-9d1e-ef9360a1e5ae.jpg""]",未知,P2,审核通过,"2016-03-22 16:06:39"
0,14109244,自由测试,湖北省|武汉市|江汉区|北湖正街|2号,"Coolpad  Coolpad 8675-A","Android 4.4.4","WIFI ",unknown,4.4.077.P0.160225.8675-A,将APP分享至QQ空间成功后，无法返回APP，停留在QQ界面,"APP首页，点击左上角头像，点击“关于ID和下载”，点击QQ空间，分享成功后点击“返回智企ID”，无法返回APP，停留在QQ界面,其他分享页无该情况","[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828076_5df4c627-73eb-406c-b80a-4794a663396b.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828073_f44ee841-15ef-4979-a97b-e1e6ffdd4e0e.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828071_172a2305-1586-4309-951a-f699de373da0.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828070_c38aa0ab-e913-49c0-9750-b107b9dbaff4.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828068_1590b973-1ae6-4ccf-9849-54d10b28817e.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828066_d1b54c21-ba0f-4e04-8474-fcd71c347ba7.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828063_249a007b-267a-4249-b332-9c1a85c3e7d1.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828061_7c9b9b8f-18f0-4236-a63e-d5fd588296e9.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828056_3a7b0c91-270d-40cd-b6f9-bceb49cc608c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828054_acca85b4-cc9a-42ad-b45e-755af6fa228d.jpg""]",未知,P2,审核通过,"2016-03-22 16:07:39"
0,14109244,自由测试,湖北省|武汉市|江汉区|北湖正街|2号,"Coolpad  Coolpad 8675-A","Android 4.4.4","WIFI ",unknown,4.4.077.P0.160225.8675-A,备忘录内容在单次点击和长按情况下，均呈现出内容被编辑,"APP,点击工作，点击备忘提醒进入备忘录内容页面，在该页面单击备忘录条目，该条目呈现编辑状态；长按备忘录条目，该条目除了显示删除按键外，依然会呈现出被编辑状态窗口，通常习惯为长按只显示删除，而不会被编辑","[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828076_5df4c627-73eb-406c-b80a-4794a663396b.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828073_f44ee841-15ef-4979-a97b-e1e6ffdd4e0e.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828071_172a2305-1586-4309-951a-f699de373da0.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828070_c38aa0ab-e913-49c0-9750-b107b9dbaff4.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828068_1590b973-1ae6-4ccf-9849-54d10b28817e.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828066_d1b54c21-ba0f-4e04-8474-fcd71c347ba7.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828063_249a007b-267a-4249-b332-9c1a85c3e7d1.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828061_7c9b9b8f-18f0-4236-a63e-d5fd588296e9.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828056_3a7b0c91-270d-40cd-b6f9-bceb49cc608c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828054_acca85b4-cc9a-42ad-b45e-755af6fa228d.jpg""]",未知,P3,审核通过,"2016-03-22 16:08:39"
0,14109244,自由测试,湖北省|武汉市|江汉区|北湖正街|2号,"Coolpad  Coolpad 8675-A","Android 4.4.4","WIFI ",unknown,4.4.077.P0.160225.8675-A,企业号搜索出现APP重启现象,"APP,点击工作，点击企业号，搜索湖北，点击搜索栏下方推荐内容,APP自动重启，测试10次，10次均重启，手机型号大神F2","[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828076_5df4c627-73eb-406c-b80a-4794a663396b.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828073_f44ee841-15ef-4979-a97b-e1e6ffdd4e0e.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828071_172a2305-1586-4309-951a-f699de373da0.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828070_c38aa0ab-e913-49c0-9750-b107b9dbaff4.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828068_1590b973-1ae6-4ccf-9849-54d10b28817e.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828066_d1b54c21-ba0f-4e04-8474-fcd71c347ba7.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828063_249a007b-267a-4249-b332-9c1a85c3e7d1.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828061_7c9b9b8f-18f0-4236-a63e-d5fd588296e9.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828056_3a7b0c91-270d-40cd-b6f9-bceb49cc608c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18828054_acca85b4-cc9a-42ad-b45e-755af6fa228d.jpg""]",未知,P1,审核通过,"2016-03-22 16:11:03"
0,15065700,自由测试,湖南省|岳阳市|湘阴县|S308(新世纪大道)|,"HONOR  PLK-TL01H","Android 5.0.2","WIFI ",中国移动,PLK-TL01HC01B188,注册企业号页面，最下面的收不到短信？使用语音验证码，文字下半部分不显示,安装运行APP登陆成功后，消息。我是老板我要创建我的企业ID，注册页面，最下面的收不到短信？使用语音验证码，文字下半部分不显示,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836490_e88064fc-6541-4a2b-9ba5-52f7c1f4e5a2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836489_4e8a31cd-aa87-4a3c-8a39-81df57d317c2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836488_9aa88954-0c9a-42f1-a6da-fed172200de0.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836487_ef6f1d38-7f58-401f-9542-dafacaee0b51.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836486_a7ca891f-63c4-41a2-bd8d-7149d78f88f9.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836485_4daa8338-465f-4654-9059-ca09a8ae5cac.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836484_311d073e-313f-49c5-90aa-0b98c7547f6c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836483_fe31020d-2d08-41e3-8045-52c67717a197.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836482_82a5af1e-142d-42c7-9813-0b0421612b88.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836481_8bccba06-afc9-48fd-b79a-7f82015c6d99.jpg""]",未知,P3,审核通过,"2016-03-23 11:52:18"
0,15065700,自由测试,湖南省|岳阳市|湘阴县|S308(新世纪大道)|,"HONOR  PLK-TL01H","Android 5.0.2","WIFI ",中国移动,PLK-TL01HC01B188,工作页面的更多里面的编辑功能减少没有作用,安装运行APP登陆成功后，点工作再进入更多。编辑功能里面的删除后，工作页面上七个按键不减少,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836490_e88064fc-6541-4a2b-9ba5-52f7c1f4e5a2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836489_4e8a31cd-aa87-4a3c-8a39-81df57d317c2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836488_9aa88954-0c9a-42f1-a6da-fed172200de0.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836487_ef6f1d38-7f58-401f-9542-dafacaee0b51.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836486_a7ca891f-63c4-41a2-bd8d-7149d78f88f9.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836485_4daa8338-465f-4654-9059-ca09a8ae5cac.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836484_311d073e-313f-49c5-90aa-0b98c7547f6c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836483_fe31020d-2d08-41e3-8045-52c67717a197.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836482_82a5af1e-142d-42c7-9813-0b0421612b88.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836481_8bccba06-afc9-48fd-b79a-7f82015c6d99.jpg""]",未知,P0,审核不通过,"2016-03-23 13:08:49"
0,15065700,自由测试,湖南省|岳阳市|湘阴县|S308(新世纪大道)|,"HONOR  PLK-TL01H","Android 5.0.2","WIFI ",中国移动,PLK-TL01HC01B188,搜索企业号页面的搜索输入空格后点搜索能查查询到结果,安装运行APP登陆成功后，点工作再点企业号，输入空格后点搜索,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836490_e88064fc-6541-4a2b-9ba5-52f7c1f4e5a2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836489_4e8a31cd-aa87-4a3c-8a39-81df57d317c2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836488_9aa88954-0c9a-42f1-a6da-fed172200de0.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836487_ef6f1d38-7f58-401f-9542-dafacaee0b51.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836486_a7ca891f-63c4-41a2-bd8d-7149d78f88f9.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836485_4daa8338-465f-4654-9059-ca09a8ae5cac.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836484_311d073e-313f-49c5-90aa-0b98c7547f6c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836483_fe31020d-2d08-41e3-8045-52c67717a197.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836482_82a5af1e-142d-42c7-9813-0b0421612b88.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836481_8bccba06-afc9-48fd-b79a-7f82015c6d99.jpg""]",未知,P3,审核通过,"2016-03-23 12:00:59"
0,15065700,自由测试,湖南省|岳阳市|湘阴县|S308(新世纪大道)|,"HONOR  PLK-TL01H","Android 5.0.2","WIFI ",中国移动,PLK-TL01HC01B188,添加银行卡，随便输入卡号，姓名，银行没有进行初验证可以下一步,安装运行APP登陆成功后，点有趣再点银行卡，添加银行卡随便输入信息,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836490_e88064fc-6541-4a2b-9ba5-52f7c1f4e5a2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836489_4e8a31cd-aa87-4a3c-8a39-81df57d317c2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836488_9aa88954-0c9a-42f1-a6da-fed172200de0.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836487_ef6f1d38-7f58-401f-9542-dafacaee0b51.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836486_a7ca891f-63c4-41a2-bd8d-7149d78f88f9.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836485_4daa8338-465f-4654-9059-ca09a8ae5cac.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836484_311d073e-313f-49c5-90aa-0b98c7547f6c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836483_fe31020d-2d08-41e3-8045-52c67717a197.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836482_82a5af1e-142d-42c7-9813-0b0421612b88.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836481_8bccba06-afc9-48fd-b79a-7f82015c6d99.jpg""]",未知,P3,审核通过,"2016-03-23 12:05:56"
0,15065700,自由测试,湖南省|岳阳市|湘阴县|S308(新世纪大道)|,"HONOR  PLK-TL01H","Android 5.0.2","WIFI ",中国移动,PLK-TL01HC01B188,加入组织输入“中”无得到搜索结果,安装运行APP登陆成功后，点有趣再点秘密圈，企业动态里的加入组强输入“中”无得到搜索结果,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836490_e88064fc-6541-4a2b-9ba5-52f7c1f4e5a2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836489_4e8a31cd-aa87-4a3c-8a39-81df57d317c2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836488_9aa88954-0c9a-42f1-a6da-fed172200de0.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836487_ef6f1d38-7f58-401f-9542-dafacaee0b51.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836486_a7ca891f-63c4-41a2-bd8d-7149d78f88f9.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836485_4daa8338-465f-4654-9059-ca09a8ae5cac.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836484_311d073e-313f-49c5-90aa-0b98c7547f6c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836483_fe31020d-2d08-41e3-8045-52c67717a197.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836482_82a5af1e-142d-42c7-9813-0b0421612b88.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836481_8bccba06-afc9-48fd-b79a-7f82015c6d99.jpg""]",未知,P2,审核通过,"2016-03-23 12:02:16"
0,15065700,自由测试,湖南省|岳阳市|湘阴县|S308(新世纪大道)|,"HONOR  PLK-TL01H","Android 5.0.2","WIFI ",中国移动,PLK-TL01HC01B188,淘花运页面中的加入清单文字超出按钮大小,安装运行APP登陆成功后，点有趣再点淘花运进入页面。淘花运页面中的加入清单文字超出按钮大小,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836490_e88064fc-6541-4a2b-9ba5-52f7c1f4e5a2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836489_4e8a31cd-aa87-4a3c-8a39-81df57d317c2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836488_9aa88954-0c9a-42f1-a6da-fed172200de0.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836487_ef6f1d38-7f58-401f-9542-dafacaee0b51.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836486_a7ca891f-63c4-41a2-bd8d-7149d78f88f9.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836485_4daa8338-465f-4654-9059-ca09a8ae5cac.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836484_311d073e-313f-49c5-90aa-0b98c7547f6c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836483_fe31020d-2d08-41e3-8045-52c67717a197.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836482_82a5af1e-142d-42c7-9813-0b0421612b88.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836481_8bccba06-afc9-48fd-b79a-7f82015c6d99.jpg""]",未知,P3,审核通过,"2016-03-23 12:02:32"
0,15065700,自由测试,湖南省|岳阳市|湘阴县|S308(新世纪大道)|,"HONOR  PLK-TL01H","Android 5.0.2","WIFI ",中国移动,PLK-TL01HC01B188,选择商品加入购物车，再点全部商品，购物车数量数值自动没有了，购物车里物品还在,安装运行APP登陆成功后，点有趣再点淘花运进入页面。添加物品到购物车再点全部商品，购物车数量数值自动没有了，购物车里物品还在。,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836490_e88064fc-6541-4a2b-9ba5-52f7c1f4e5a2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836489_4e8a31cd-aa87-4a3c-8a39-81df57d317c2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836488_9aa88954-0c9a-42f1-a6da-fed172200de0.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836487_ef6f1d38-7f58-401f-9542-dafacaee0b51.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836486_a7ca891f-63c4-41a2-bd8d-7149d78f88f9.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836485_4daa8338-465f-4654-9059-ca09a8ae5cac.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836484_311d073e-313f-49c5-90aa-0b98c7547f6c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836483_fe31020d-2d08-41e3-8045-52c67717a197.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836482_82a5af1e-142d-42c7-9813-0b0421612b88.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836481_8bccba06-afc9-48fd-b79a-7f82015c6d99.jpg""]",未知,P3,审核通过,"2016-03-23 12:04:52"
0,15065700,自由测试,湖南省|岳阳市|湘阴县|S308(新世纪大道)|,"HONOR  PLK-TL01H","Android 5.0.2","WIFI ",中国移动,PLK-TL01HC01B188,其它付款方面里面的付款详情中的配送地址排版有问题,安装运行APP登陆成功后，点有趣再点淘花运进入页面。添加物品到购物车再点提交，选择其它方式付款。付款详情中的配送地址排版有问题,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836490_e88064fc-6541-4a2b-9ba5-52f7c1f4e5a2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836489_4e8a31cd-aa87-4a3c-8a39-81df57d317c2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836488_9aa88954-0c9a-42f1-a6da-fed172200de0.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836487_ef6f1d38-7f58-401f-9542-dafacaee0b51.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836486_a7ca891f-63c4-41a2-bd8d-7149d78f88f9.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836485_4daa8338-465f-4654-9059-ca09a8ae5cac.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836484_311d073e-313f-49c5-90aa-0b98c7547f6c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836483_fe31020d-2d08-41e3-8045-52c67717a197.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836482_82a5af1e-142d-42c7-9813-0b0421612b88.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836481_8bccba06-afc9-48fd-b79a-7f82015c6d99.jpg""]",未知,P3,审核通过,"2016-03-23 12:05:06"
0,15065700,自由测试,湖南省|岳阳市|湘阴县|S308(新世纪大道)|,"HONOR  PLK-TL01H","Android 5.0.2","WIFI ",中国移动,PLK-TL01HC01B188,个人资料里面增加收货地址，选择区所在地区，选择文字显示不完整,安装运行APP登陆成功后，点有趣再点淘花运中的我，个人资料里面增加收货地址，选择区所在地区，选择文字显示不完整,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836490_e88064fc-6541-4a2b-9ba5-52f7c1f4e5a2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836489_4e8a31cd-aa87-4a3c-8a39-81df57d317c2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836488_9aa88954-0c9a-42f1-a6da-fed172200de0.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836487_ef6f1d38-7f58-401f-9542-dafacaee0b51.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836486_a7ca891f-63c4-41a2-bd8d-7149d78f88f9.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836485_4daa8338-465f-4654-9059-ca09a8ae5cac.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836484_311d073e-313f-49c5-90aa-0b98c7547f6c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836483_fe31020d-2d08-41e3-8045-52c67717a197.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836482_82a5af1e-142d-42c7-9813-0b0421612b88.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836481_8bccba06-afc9-48fd-b79a-7f82015c6d99.jpg""]",未知,P3,审核通过,"2016-03-23 12:05:26"
0,15065700,自由测试,湖南省|岳阳市|湘阴县|S308(新世纪大道)|,"HONOR  PLK-TL01H","Android 5.0.2","WIFI ",中国移动,PLK-TL01HC01B188,安装运行APP登陆成功后，点有趣再点淘花运中的我，个人资料里面收货地址中的编辑与删除按键被新增地址挡住了,安装运行APP登陆成功后，点有趣再点淘花运中的我，个人资料里面收货地址中的编辑与删除按键被新增地址挡住了,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836490_e88064fc-6541-4a2b-9ba5-52f7c1f4e5a2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836489_4e8a31cd-aa87-4a3c-8a39-81df57d317c2.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836488_9aa88954-0c9a-42f1-a6da-fed172200de0.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836487_ef6f1d38-7f58-401f-9542-dafacaee0b51.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836486_a7ca891f-63c4-41a2-bd8d-7149d78f88f9.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836485_4daa8338-465f-4654-9059-ca09a8ae5cac.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836484_311d073e-313f-49c5-90aa-0b98c7547f6c.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836483_fe31020d-2d08-41e3-8045-52c67717a197.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836482_82a5af1e-142d-42c7-9813-0b0421612b88.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18836481_8bccba06-afc9-48fd-b79a-7f82015c6d99.jpg""]",未知,P3,审核通过,"2016-03-23 12:06:15"
0,16485842,自由测试,山西省|临汾市|襄汾县|S330(襄乡线)|,"alps  Coolpad 8675","Android 4.4.2","WIFI ",中国移动,4.4.081.P2.150507.8675,首次注册自动跳转至登录页面，一直显示登录状态！无法进入页面，退出重新登录正常！,首次注册自动跳转至登录页面，一直显示登录状态！无法进入页面，退出重新登录正常！,"[""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18797060_cb98e6b5-5a82-4553-867a-b70b1c81c6cf.jpg"",""http:\/\/bj.bcebos.com\/json-api\/v1\/crowdtest-online\/upload\/18797055_87a4c8bd-2f88-4e29-b632-202f532b420d.jpg""]",未知,P2,审核通过,"2016-03-22 16:16:10"
