case编号,用户id,case标题,地域,机型,操作系统,网络环境,运营商,ROM信息,bug详情,复现步骤,截图,是否未知,优先级,审核状态,提交时间
2,838820,商家详情页体验,四川省|成都市|双流县|藕塘新街|,"Huawei  PE-CL00","Android 4.4.2","WIFI ",中国电信,PE-CL00V100R001C92B190,有很多菜品没有图片，无图无真相呀,有的菜品有图片，看起来还不错，但有的菜品没有图片，也没有详情介绍，大家都有选择困难症的呀,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4809633_a4757297-2031-435c-93c8-62c2c5aa97b8.jpg""]",已知,P1,审核通过,"2015-09-12 23:11:54"
3,838820,订单详情查看,四川省|成都市|双流县|藕塘新街|,"Huawei  PE-CL00","Android 4.4.2","WIFI ",中国电信,PE-CL00V100R001C92B190,距离和时间都没有很好的管控,我选择的这家店离我有50公里，且是晚上23点要求送，这样的安排应该是直接提示不能下订单才行呀，属细节性问题,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4809632_26345314-84a6-426e-9bc6-f971f0b2f7ad.jpg""]",已知,P1,审核通过,"2015-09-12 23:11:54"
1,1379306,分类列表体验,山东省|临沂市|罗庄区|湖西路|,"qcom  K-Touch Tou ch 5","Android 4.3","WIFI ",中国移动,TBT595726_9286_V0003,显示敬请期待无法点击,当打开主页面=时，超市购和水果生鲜显示敬请期待无法点击,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4743003_98587130-b78f-406c-b640-8e552beafa8c.jpg""]",未知,P0,审核不通过,"2015-09-10 08:18:56"
1,3598481,分类列表体验,湖南省|株洲市|天元区|湘山路|,"lge  LG-E975","Android 4.4.2","WIFI ",中国联通,KOT49I.E97520b.Rogue,wifi状态下，首页界面一直在缓冲,首页加载不出界面来，一直缓冲！吃啥界面正常显示！,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4827784_c4e4933f-0fd6-4cb7-9b2e-211438b7369f.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4827783_5e452a37-79c0-4c9a-a7f5-92a2d3c724bd.jpg""]",已知,P0,审核通过,"2015-09-14 09:21:51"
1,3982710,分类列表体验,浙江省|绍兴市|绍兴县|开源路|,"Lenovo  Lenovo A788t","Android 4.3","WIFI ",中国移动,LenovoA788t_S12852_140515,首页显示附近无商户，也是醉了,我点了它给我定位的位置为收货地址，谁知道首页显示附近没有商户~呵呵,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4817238_1b093bf9-cd27-4744-bf49-96ab92d86681.jpg""]",已知,P0,审核通过,"2015-09-13 12:32:18"
2,3982710,商家详情页体验,浙江省|绍兴市|绍兴县|开源路|,"Lenovo  Lenovo A788t","Android 4.3","WIFI ",中国移动,LenovoA788t_S12852_140515,无商家具体详细页面显示,好，没我的地址定位就算了吧，那我就试试附近的定位，但是外卖一律显示“附近没有商家”~~让我说什么好~,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4817237_361f9518-b3d8-47f0-bd74-89fd65c73b79.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4817236_e61839c2-4e9e-47b9-a41c-550572be8d2c.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4817235_830c760b-fdcd-4785-9496-3308d8b264b9.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4817234_941f946d-0e98-422e-8c94-6a594f661c72.jpg""]",已知,P1,审核通过,"2015-09-13 12:32:18"
3,3982710,订单详情查看,浙江省|绍兴市|绍兴县|开源路|,"Lenovo  Lenovo A788t","Android 4.3","WIFI ",中国移动,LenovoA788t_S12852_140515,同上一个bug，审核人员可直接略过,页面没显示，你说咋整~哦呵，百度外卖仍需努力，加油扩展商户吧，哈哈。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4817233_234b9f5e-3b31-4d45-80cd-fde3fecd77b0.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4817232_f8ed9010-7d8b-4e44-80b6-f4ac185908f9.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4817231_91e5ceff-66ea-409f-ad32-624029c8cfde.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4817230_1441fa84-54b0-42ae-b79d-cd43ba9b1808.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4817229_a179dd79-b965-42ef-adbc-981e6f0fd644.jpg""]",已知,P1,审核通过,"2015-09-13 12:32:18"
3,6084565,订单详情查看,江苏省|苏州市|太仓市|富达路|80,"Meizu  M040","Android 4.4.4","WIFI ",中国联通,"Flyme OS 4.2.8.2A",订单里，百度钱包支付多减1元，共减掉5元，但是其它方式支付，也减掉5元，那么用什么支付都是一样嘛……。,订单里，百度钱包支付多减1元，共减掉5元，但是其它方式支付，也减掉5元，那么用什么支付都是一样嘛……。,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4739113_2cc583c0-79ff-44e6-973b-88cefb2c8387.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4739112_3fff6a77-f0e9-45c4-8c91-779c8d206a8b.jpg""]",未知,P3,审核通过,"2015-09-09 21:57:45"
3,14086364,订单详情查看,山东省|济宁市|兖州市|龙桥北路|168号,"motorola  Moto X","Android 5.1","WIFI ",中国移动,LPA23.12-15,附近没有商家，在吃啥界面点击“刷新重试”无反应。,"本地附近没有商家，吃啥界面显示“附近没有商户，正在努力拓展""。点击下方的“刷新重试”按钮时界面无反应，或者说无法点击。","[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4738643_aba8bdfc-7825-4cfc-a034-599fa4af64fc.jpg""]",已知,P1,审核通过,"2015-09-09 21:11:02"
3,14086364,订单详情查看,山东省|济宁市|兖州市|龙桥北路|168号,"motorola  Moto X","Android 5.1","WIFI ",中国移动,LPA23.12-15,附近没有商家，在吃啥界面点击“刷新重试”无反应。,"本地附近没有商家，吃啥界面显示“附近没有商户，正在努力拓展""。点击下方的“刷新重试”按钮时界面无反应，或者说无法点击。","[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4738643_aba8bdfc-7825-4cfc-a034-599fa4af64fc.jpg""]",未知,P0,审核不通过,"2015-09-09 21:11:05"
3,14458799,订单详情查看,江苏省|泰州市|海陵区|凤凰东路|34号,"Sony  L50t","Android 4.4.2","WIFI ",中国移动,17.1.E.2.67,在“提交订单”页面没有选择是否“需要发票”这一选项,在“提交订单”页面没有选择是否“需要发票”这一选项,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4725803_f254692c-7d99-4465-b654-2aed28c39799.jpg""]",已知,P3,审核通过,"2015-09-09 15:03:48"
0,14519399,定位测试,四川|成都,"Xiaomi  HM 1S","Android 4.4.4","WIFI ",中国电信,KTU84P,在选择收货地址的页面中，点击刷新，始终加载，无响应,"打开软件，进入的是选择收货地址的页面，点击页面上的刷新按钮，等待刷新结束。但始终加载，无响应，除非关掉软件。此时是关掉gps的状态打开的软件。
若是打开gps的状态，刷新第二次的时候无响应，第一次刷新是正常的。","[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4816002_a868a074-1bf3-408f-9607-1510d8eae7f4.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4816001_fc3b4ec9-d849-4310-8546-9f9d68877599.jpg"",""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4816000_f004df6b-cd76-4140-bfc8-7bb0daa1af87.jpg""]",已知,P1,审核通过,"2015-09-13 11:03:52"
2,14519399,商家详情页体验,四川|成都,"Xiaomi  HM 1S","Android 4.4.4","WIFI ",中国电信,KTU84P,点了菜后，出现的“-”按钮会遮住菜品的部分描述,进入首页，点击餐饮，点任一菜品的“+”按钮，出现了“-”按钮，但这个按钮遮住了菜品描述的部分文字,"[""http:\/\/bos.bj.baidubce.com\/json-api\/v1\/crowdtest-online\/upload\/4816003_2682f69a-9bed-440c-9994-df2d74ee6f39.jpg""]",已知,P1,审核通过,"2015-09-13 11:03:52"
